ID;Tour;Patients;Date;Debut;Duree
3372;Tour4;4;09/12/2020;20;5
3373;Tour1;21;10/12/2020;5;5
3374;Tour2;21;10/12/2020;10;5
3375;Tour3;21;10/12/2020;15;5
3376;Tour4;5;10/12/2020;20;5
3377;Tour1;21;11/12/2020;5;5
3378;Tour2;21;11/12/2020;10;5
3379;Tour3;21;11/12/2020;15;5
3380;Tour4;7;11/12/2020;20;5
3381;Tour1;21;12/12/2020;5;5
3382;Tour2;21;12/12/2020;10;5
3383;Tour3;21;12/12/2020;15;5
3384;Tour4;2;12/12/2020;20;5
3385;Tour1;21;14/12/2020;5;5
3386;Tour2;21;14/12/2020;10;5
3387;Tour3;21;14/12/2020;15;5
3388;Tour4;6;14/12/2020;20;5
3389;Tour1;21;15/12/2020;5;5
3390;Tour2;21;15/12/2020;10;5
3391;Tour3;21;15/12/2020;15;5
3392;Tour4;8;15/12/2020;20;5
3393;Tour1;21;16/12/2020;5;5
3394;Tour2;21;16/12/2020;10;5
3395;Tour3;21;16/12/2020;15;5
3396;Tour4;6;16/12/2020;20;5
3397;Tour1;21;17/12/2020;5;5
3398;Tour2;21;17/12/2020;10;5
3399;Tour3;21;17/12/2020;15;5
3400;Tour4;8;17/12/2020;20;5
3401;Tour1;21;18/12/2020;5;5
3402;Tour2;21;18/12/2020;10;5
3403;Tour3;21;18/12/2020;15;5
3404;Tour4;1;18/12/2020;20;5
3405;Tour1;21;19/12/2020;5;5
3406;Tour2;21;19/12/2020;10;5
3407;Tour3;21;19/12/2020;15;5
3408;Tour4;6;19/12/2020;20;5
3409;Tour1;21;21/12/2020;5;5
3410;Tour2;21;21/12/2020;10;5
3411;Tour3;21;21/12/2020;15;5
3412;Tour4;7;21/12/2020;20;5
3413;Tour1;21;22/12/2020;5;5
3414;Tour2;21;22/12/2020;10;5
3415;Tour3;21;22/12/2020;15;5
3416;Tour4;8;22/12/2020;20;5
3417;Tour1;21;23/12/2020;5;5
3418;Tour2;21;23/12/2020;10;5
3419;Tour3;21;23/12/2020;15;5
3420;Tour4;5;23/12/2020;20;5
3421;Tour1;21;24/12/2020;5;5
3422;Tour2;21;24/12/2020;10;5
3423;Tour3;21;24/12/2020;15;5
3424;Tour4;7;24/12/2020;20;5
3425;Tour1;21;25/12/2020;5;5
3426;Tour2;21;25/12/2020;10;5
3427;Tour3;21;25/12/2020;15;5
3428;Tour4;4;25/12/2020;20;5
3429;Tour1;21;26/12/2020;5;5
3430;Tour2;21;26/12/2020;10;5
3431;Tour3;21;26/12/2020;15;5
3432;Tour4;1;26/12/2020;20;5
3433;Tour1;21;28/12/2020;5;5
3434;Tour2;21;28/12/2020;10;5
3435;Tour3;21;28/12/2020;15;5
3436;Tour4;8;28/12/2020;20;5
3437;Tour1;21;29/12/2020;5;5
3438;Tour2;21;29/12/2020;10;5
3439;Tour3;21;29/12/2020;15;5
3440;Tour4;3;29/12/2020;20;5
3441;Tour1;21;30/12/2020;5;5
3442;Tour2;21;30/12/2020;10;5
3443;Tour3;21;30/12/2020;15;5
3444;Tour4;7;30/12/2020;20;5
3445;Tour1;21;31/12/2020;5;5
3446;Tour2;21;31/12/2020;10;5
3447;Tour3;21;31/12/2020;15;5
3448;Tour4;6;31/12/2020;20;5
3449;Tour1;21;01/01/2021;5;5
3450;Tour2;21;01/01/2021;10;5
3451;Tour3;21;01/01/2021;15;5
3452;Tour4;7;01/01/2021;20;5
3453;Tour1;21;02/01/2021;5;5
3454;Tour2;21;02/01/2021;10;5
3455;Tour3;21;02/01/2021;15;5
3456;Tour4;0;02/01/2021;20;5
3457;Tour1;21;04/01/2021;5;5
3458;Tour2;21;04/01/2021;10;5
3459;Tour3;21;04/01/2021;15;5
3460;Tour4;11;04/01/2021;20;5
3461;Tour1;21;05/01/2021;5;5
3462;Tour2;21;05/01/2021;10;5
3463;Tour3;21;05/01/2021;15;5
3464;Tour4;6;05/01/2021;20;5
3465;Tour1;21;06/01/2021;5;5
3466;Tour2;21;06/01/2021;10;5
3467;Tour3;21;06/01/2021;15;5
3468;Tour4;4;06/01/2021;20;5
3469;Tour1;21;07/01/2021;5;5
3470;Tour2;21;07/01/2021;10;5
3471;Tour3;21;07/01/2021;15;5
3472;Tour4;9;07/01/2021;20;5
3473;Tour1;21;08/01/2021;5;5
3474;Tour2;21;08/01/2021;10;5
3475;Tour3;21;08/01/2021;15;5
3476;Tour4;6;08/01/2021;20;5
3477;Tour1;21;09/01/2021;5;5
3478;Tour2;21;09/01/2021;10;5
3479;Tour3;21;09/01/2021;15;5
3480;Tour4;12;09/01/2021;20;5
3481;Tour1;21;11/01/2021;5;5
3482;Tour2;21;11/01/2021;10;5
3483;Tour3;21;11/01/2021;15;5
3484;Tour4;7;11/01/2021;20;5
3485;Tour1;21;12/01/2021;5;5
3486;Tour2;21;12/01/2021;10;5
3487;Tour3;21;12/01/2021;15;5
3488;Tour4;12;12/01/2021;20;5
3489;Tour1;21;13/01/2021;5;5
3490;Tour2;21;13/01/2021;10;5
3491;Tour3;21;13/01/2021;15;5
3492;Tour4;5;13/01/2021;20;5
3493;Tour1;21;14/01/2021;5;5
3494;Tour2;21;14/01/2021;10;5
3495;Tour3;21;14/01/2021;15;5
3496;Tour4;11;14/01/2021;20;5
3497;Tour1;21;15/01/2021;5;5
3498;Tour2;21;15/01/2021;10;5
3499;Tour3;21;15/01/2021;15;5
3500;Tour4;11;15/01/2021;20;5
3501;Tour1;21;16/01/2021;5;5
3502;Tour2;21;16/01/2021;10;5
3503;Tour3;21;16/01/2021;15;5
3504;Tour4;7;16/01/2021;20;5
3505;Tour1;21;18/01/2021;5;5
3506;Tour2;21;18/01/2021;10;5
3507;Tour3;21;18/01/2021;15;5
3508;Tour4;8;18/01/2021;20;5
3509;Tour1;21;19/01/2021;5;5
3510;Tour2;21;19/01/2021;10;5
3511;Tour3;21;19/01/2021;15;5
3512;Tour4;6;19/01/2021;20;5
3513;Tour1;21;20/01/2021;5;5
3514;Tour2;21;20/01/2021;10;5
3515;Tour3;21;20/01/2021;15;5
3516;Tour4;7;20/01/2021;20;5
3517;Tour1;21;21/01/2021;5;5
3518;Tour2;21;21/01/2021;10;5
3519;Tour3;21;21/01/2021;15;5
3520;Tour4;11;21/01/2021;20;5
3521;Tour1;21;22/01/2021;5;5
3522;Tour2;21;22/01/2021;10;5
3523;Tour3;21;22/01/2021;15;5
3524;Tour4;9;22/01/2021;20;5
3525;Tour1;21;23/01/2021;5;5
3526;Tour2;21;23/01/2021;10;5
3527;Tour3;21;23/01/2021;15;5
3528;Tour4;9;23/01/2021;20;5
3529;Tour1;21;25/01/2021;5;5
3530;Tour2;21;25/01/2021;10;5
3531;Tour3;21;25/01/2021;15;5
3532;Tour4;10;25/01/2021;20;5
3533;Tour1;21;26/01/2021;5;5
3534;Tour2;21;26/01/2021;10;5
3535;Tour3;21;26/01/2021;15;5
3536;Tour4;6;26/01/2021;20;5
3537;Tour1;21;27/01/2021;5;5
3538;Tour2;21;27/01/2021;10;5
3539;Tour3;21;27/01/2021;15;5
3540;Tour4;3;27/01/2021;20;5
3541;Tour1;21;28/01/2021;5;5
3542;Tour2;21;28/01/2021;10;5
3543;Tour3;21;28/01/2021;15;5
3544;Tour4;11;28/01/2021;20;5
3545;Tour1;21;29/01/2021;5;5
3546;Tour2;21;29/01/2021;10;5
3547;Tour3;21;29/01/2021;15;5
3548;Tour4;4;29/01/2021;20;5
3549;Tour1;21;30/01/2021;5;5
3550;Tour2;21;30/01/2021;10;5
3551;Tour3;21;30/01/2021;15;5
3552;Tour4;10;30/01/2021;20;5
3553;Tour1;21;01/02/2021;5;5
3554;Tour2;21;01/02/2021;10;5
3555;Tour3;21;01/02/2021;15;5
3556;Tour4;7;01/02/2021;20;5
3557;Tour1;21;02/02/2021;5;5
3558;Tour2;21;02/02/2021;10;5
3559;Tour3;21;02/02/2021;15;5
3560;Tour4;11;02/02/2021;20;5
3561;Tour1;21;03/02/2021;5;5
3562;Tour2;21;03/02/2021;10;5
3563;Tour3;21;03/02/2021;15;5
3564;Tour4;5;03/02/2021;20;5
3565;Tour1;21;04/02/2021;5;5
3566;Tour2;21;04/02/2021;10;5
3567;Tour3;21;04/02/2021;15;5
3568;Tour4;9;04/02/2021;20;5
3569;Tour1;21;05/02/2021;5;5
3570;Tour2;21;05/02/2021;10;5
3571;Tour3;21;05/02/2021;15;5
3572;Tour4;5;05/02/2021;20;5
3573;Tour1;21;06/02/2021;5;5
3574;Tour2;21;06/02/2021;10;5
3575;Tour3;21;06/02/2021;15;5
3576;Tour4;10;06/02/2021;20;5
3577;Tour1;21;08/02/2021;5;5
3578;Tour2;21;08/02/2021;10;5
3579;Tour3;21;08/02/2021;15;5
3580;Tour4;10;08/02/2021;20;5
3581;Tour1;21;09/02/2021;5;5
3582;Tour2;21;09/02/2021;10;5
3583;Tour3;21;09/02/2021;15;5
3584;Tour4;11;09/02/2021;20;5
3585;Tour1;21;10/02/2021;5;5
3586;Tour2;21;10/02/2021;10;5
3587;Tour3;21;10/02/2021;15;5
3588;Tour4;0;10/02/2021;20;5
3589;Tour1;21;11/02/2021;5;5
3590;Tour2;21;11/02/2021;10;5
3591;Tour3;21;11/02/2021;15;5
3592;Tour4;14;11/02/2021;20;5
3593;Tour1;21;12/02/2021;5;5
3594;Tour2;21;12/02/2021;10;5
3595;Tour3;21;12/02/2021;15;5
3596;Tour4;2;12/02/2021;20;5
3597;Tour1;21;13/02/2021;5;5
3598;Tour2;21;13/02/2021;10;5
3599;Tour3;21;13/02/2021;15;5
3600;Tour4;4;13/02/2021;20;5
3601;Tour1;21;15/02/2021;5;5
3602;Tour2;21;15/02/2021;10;5
3603;Tour3;21;15/02/2021;15;5
3604;Tour4;12;15/02/2021;20;5
3605;Tour1;21;16/02/2021;5;5
3606;Tour2;21;16/02/2021;10;5
3607;Tour3;21;16/02/2021;15;5
3608;Tour4;9;16/02/2021;20;5
3609;Tour1;21;17/02/2021;5;5
3610;Tour2;21;17/02/2021;10;5
3611;Tour3;21;17/02/2021;15;5
3612;Tour4;3;17/02/2021;20;5
3613;Tour1;21;18/02/2021;5;5
3614;Tour2;21;18/02/2021;10;5
3615;Tour3;21;18/02/2021;15;5
3616;Tour4;10;18/02/2021;20;5
3617;Tour1;21;19/02/2021;5;5
3618;Tour2;21;19/02/2021;10;5
3619;Tour3;21;19/02/2021;15;5
3620;Tour4;8;19/02/2021;20;5
3621;Tour1;21;20/02/2021;5;5
3622;Tour2;21;20/02/2021;10;5
3623;Tour3;21;20/02/2021;15;5
3624;Tour4;6;20/02/2021;20;5
3625;Tour1;21;22/02/2021;5;5
3626;Tour2;21;22/02/2021;10;5
3627;Tour3;21;22/02/2021;15;5
3628;Tour4;8;22/02/2021;20;5
3629;Tour1;21;23/02/2021;5;5
3630;Tour2;21;23/02/2021;10;5
3631;Tour3;21;23/02/2021;15;5
3632;Tour4;7;23/02/2021;20;5
3633;Tour1;21;24/02/2021;5;5
3634;Tour2;21;24/02/2021;10;5
3635;Tour3;21;24/02/2021;15;5
3636;Tour4;0;24/02/2021;20;5
3637;Tour1;21;25/02/2021;5;5
3638;Tour2;21;25/02/2021;10;5
3639;Tour3;21;25/02/2021;15;5
3640;Tour4;11;25/02/2021;20;5
3641;Tour1;21;26/02/2021;5;5
3642;Tour2;21;26/02/2021;10;5
3643;Tour3;21;26/02/2021;15;5
3644;Tour4;1;26/02/2021;20;5
3645;Tour1;21;27/02/2021;5;5
3646;Tour2;21;27/02/2021;10;5
3647;Tour3;21;27/02/2021;15;5
3648;Tour4;8;27/02/2021;20;5
3649;Tour1;21;01/03/2021;5;5
3650;Tour2;21;01/03/2021;10;5
3651;Tour3;21;01/03/2021;15;5
3652;Tour4;8;01/03/2021;20;5
3653;Tour1;21;02/03/2021;5;5
3654;Tour2;21;02/03/2021;10;5
3655;Tour3;21;02/03/2021;15;5
3656;Tour4;13;02/03/2021;20;5
3657;Tour1;21;03/03/2021;5;5
3658;Tour2;21;03/03/2021;10;5
3659;Tour3;21;03/03/2021;15;5
3660;Tour4;8;03/03/2021;20;5
3661;Tour1;21;04/03/2021;5;5
3662;Tour2;21;04/03/2021;10;5
3663;Tour3;21;04/03/2021;15;5
3664;Tour4;13;04/03/2021;20;5
3665;Tour1;21;05/03/2021;5;5
3666;Tour2;21;05/03/2021;10;5
3667;Tour3;21;05/03/2021;15;5
3668;Tour4;7;05/03/2021;20;5
3669;Tour1;21;06/03/2021;5;5
3670;Tour2;21;06/03/2021;10;5
3671;Tour3;21;06/03/2021;15;5
3672;Tour4;7;06/03/2021;20;5
3673;Tour1;21;08/03/2021;5;5
3674;Tour2;21;08/03/2021;10;5
3675;Tour3;21;08/03/2021;15;5
3676;Tour4;10;08/03/2021;20;5
3677;Tour1;21;09/03/2021;5;5
3678;Tour2;21;09/03/2021;10;5
3679;Tour3;21;09/03/2021;15;5
3680;Tour4;12;09/03/2021;20;5
3681;Tour1;21;10/03/2021;5;5
3682;Tour2;21;10/03/2021;10;5
3683;Tour3;21;10/03/2021;15;5
3684;Tour4;2;10/03/2021;20;5
3685;Tour1;21;11/03/2021;5;5
3686;Tour2;21;11/03/2021;10;5
3687;Tour3;21;11/03/2021;15;5
3688;Tour4;8;11/03/2021;20;5
3689;Tour1;21;12/03/2021;5;5
3690;Tour2;21;12/03/2021;10;5
3691;Tour3;21;12/03/2021;15;5
3692;Tour4;10;12/03/2021;20;5
3693;Tour1;21;13/03/2021;5;5
3694;Tour2;21;13/03/2021;10;5
3695;Tour3;21;13/03/2021;15;5
3696;Tour4;4;13/03/2021;20;5
3697;Tour1;21;15/03/2021;5;5
3698;Tour2;21;15/03/2021;10;5
3699;Tour3;21;15/03/2021;15;5
3700;Tour4;10;15/03/2021;20;5
3701;Tour1;21;16/03/2021;5;5
3702;Tour2;21;16/03/2021;10;5
3703;Tour3;21;16/03/2021;15;5
3704;Tour4;10;16/03/2021;20;5
3705;Tour1;21;17/03/2021;5;5
3706;Tour2;21;17/03/2021;10;5
3707;Tour3;19;17/03/2021;15;5
3708;Tour4;0;17/03/2021;20;5
3709;Tour1;21;18/03/2021;5;5
3710;Tour2;21;18/03/2021;10;5
3711;Tour3;21;18/03/2021;15;5
3712;Tour4;12;18/03/2021;20;5
3713;Tour1;21;19/03/2021;5;5
3714;Tour2;21;19/03/2021;10;5
3715;Tour3;21;19/03/2021;15;5
3716;Tour4;11;19/03/2021;20;5
3717;Tour1;21;20/03/2021;5;5
3718;Tour2;21;20/03/2021;10;5
3719;Tour3;21;20/03/2021;15;5
3720;Tour4;0;20/03/2021;20;5
3721;Tour1;21;22/03/2021;5;5
3722;Tour2;21;22/03/2021;10;5
3723;Tour3;19;22/03/2021;15;5
3724;Tour4;1;22/03/2021;20;5
3725;Tour1;21;23/03/2021;5;5
3726;Tour2;21;23/03/2021;10;5
3727;Tour3;21;23/03/2021;15;5
3728;Tour4;14;23/03/2021;20;5
3729;Tour1;21;24/03/2021;5;5
3730;Tour2;21;24/03/2021;10;5
3731;Tour3;21;24/03/2021;15;5
3732;Tour4;6;24/03/2021;20;5
3733;Tour1;21;25/03/2021;5;5
3734;Tour2;21;25/03/2021;10;5
3735;Tour3;21;25/03/2021;15;5
3736;Tour4;4;25/03/2021;20;5
3737;Tour1;21;26/03/2021;5;5
3738;Tour2;21;26/03/2021;10;5
3739;Tour3;21;26/03/2021;15;5
3740;Tour4;10;26/03/2021;20;5
3741;Tour1;21;27/03/2021;5;5
3742;Tour2;21;27/03/2021;10;5
3743;Tour3;21;27/03/2021;15;5
3744;Tour4;12;27/03/2021;20;5
3745;Tour1;21;29/03/2021;5;5
3746;Tour2;21;29/03/2021;10;5
3747;Tour3;21;29/03/2021;15;5
3748;Tour4;4;29/03/2021;20;5
3749;Tour1;21;30/03/2021;5;5
3750;Tour2;21;30/03/2021;10;5
3751;Tour3;21;30/03/2021;15;5
3752;Tour4;8;30/03/2021;20;5
3753;Tour1;21;31/03/2021;5;5
3754;Tour2;21;31/03/2021;10;5
3755;Tour3;21;31/03/2021;15;5
3756;Tour4;8;31/03/2021;20;5
3757;Tour1;21;01/04/2021;5;5
3758;Tour2;21;01/04/2021;10;5
3759;Tour3;21;01/04/2021;15;5
3760;Tour4;4;01/04/2021;20;5
3761;Tour1;21;02/04/2021;5;5
3762;Tour2;21;02/04/2021;10;5
3763;Tour3;21;02/04/2021;15;5
3764;Tour4;6;02/04/2021;20;5
3765;Tour1;21;03/04/2021;5;5
3766;Tour2;21;03/04/2021;10;5
3767;Tour3;21;03/04/2021;15;5
3768;Tour4;7;03/04/2021;20;5
3769;Tour1;21;05/04/2021;5;5
3770;Tour2;21;05/04/2021;10;5
3771;Tour3;21;05/04/2021;15;5
3772;Tour4;4;05/04/2021;20;5
3773;Tour1;21;06/04/2021;5;5
3774;Tour2;21;06/04/2021;10;5
3775;Tour3;21;06/04/2021;15;5
3776;Tour4;8;06/04/2021;20;5
3777;Tour1;21;07/04/2021;5;5
3778;Tour2;21;07/04/2021;10;5
3779;Tour3;21;07/04/2021;15;5
3780;Tour4;8;07/04/2021;20;5
3781;Tour1;21;08/04/2021;5;5
3782;Tour2;21;08/04/2021;10;5
3783;Tour3;21;08/04/2021;15;5
3784;Tour4;7;08/04/2021;20;5
3785;Tour1;21;09/04/2021;5;5
3786;Tour2;21;09/04/2021;10;5
3787;Tour3;21;09/04/2021;15;5
3788;Tour4;1;09/04/2021;20;5
3789;Tour1;21;10/04/2021;5;5
3790;Tour2;21;10/04/2021;10;5
3791;Tour3;21;10/04/2021;15;5
3792;Tour4;1;10/04/2021;20;5
3793;Tour1;21;12/04/2021;5;5
3794;Tour2;21;12/04/2021;10;5
3795;Tour3;21;12/04/2021;15;5
3796;Tour4;11;12/04/2021;20;5
3797;Tour1;21;13/04/2021;5;5
3798;Tour2;21;13/04/2021;10;5
3799;Tour3;21;13/04/2021;15;5
3800;Tour4;5;13/04/2021;20;5
3801;Tour1;21;14/04/2021;5;5
3802;Tour2;21;14/04/2021;10;5
3803;Tour3;21;14/04/2021;15;5
3804;Tour4;0;14/04/2021;20;5
3805;Tour1;21;15/04/2021;5;5
3806;Tour2;21;15/04/2021;10;5
3807;Tour3;21;15/04/2021;15;5
3808;Tour4;8;15/04/2021;20;5
3809;Tour1;21;16/04/2021;5;5
3810;Tour2;21;16/04/2021;10;5
3811;Tour3;21;16/04/2021;15;5
3812;Tour4;5;16/04/2021;20;5
3813;Tour1;21;17/04/2021;5;5
3814;Tour2;21;17/04/2021;10;5
3815;Tour3;21;17/04/2021;15;5
3816;Tour4;4;17/04/2021;20;5
3817;Tour1;21;19/04/2021;5;5
3818;Tour2;21;19/04/2021;10;5
3819;Tour3;21;19/04/2021;15;5
3820;Tour4;3;19/04/2021;20;5
3821;Tour1;21;20/04/2021;5;5
3822;Tour2;21;20/04/2021;10;5
3823;Tour3;21;20/04/2021;15;5
3824;Tour4;11;20/04/2021;20;5
3825;Tour1;21;21/04/2021;5;5
3826;Tour2;21;21/04/2021;10;5
3827;Tour3;21;21/04/2021;15;5
3828;Tour4;2;21/04/2021;20;5
3829;Tour1;21;22/04/2021;5;5
3830;Tour2;21;22/04/2021;10;5
3831;Tour3;21;22/04/2021;15;5
3832;Tour4;12;22/04/2021;20;5
3833;Tour1;21;23/04/2021;5;5
3834;Tour2;21;23/04/2021;10;5
3835;Tour3;21;23/04/2021;15;5
3836;Tour4;4;23/04/2021;20;5
3837;Tour1;21;24/04/2021;5;5
3838;Tour2;21;24/04/2021;10;5
3839;Tour3;21;24/04/2021;15;5
3840;Tour4;2;24/04/2021;20;5
3841;Tour1;21;26/04/2021;5;5
3842;Tour2;21;26/04/2021;10;5
3843;Tour3;21;26/04/2021;15;5
3844;Tour4;6;26/04/2021;20;5
3845;Tour1;21;27/04/2021;5;5
3846;Tour2;21;27/04/2021;10;5
3847;Tour3;21;27/04/2021;15;5
3848;Tour4;8;27/04/2021;20;5
3849;Tour1;21;28/04/2021;5;5
3850;Tour2;21;28/04/2021;10;5
3851;Tour3;20;28/04/2021;15;5
3852;Tour4;12;28/04/2021;20;5
3853;Tour1;21;29/04/2021;5;5
3854;Tour2;21;29/04/2021;10;5
3855;Tour3;21;29/04/2021;15;5
3856;Tour4;0;29/04/2021;20;5
3857;Tour1;21;30/04/2021;5;5
3858;Tour2;21;30/04/2021;10;5
3859;Tour3;20;30/04/2021;15;5
3860;Tour4;5;30/04/2021;20;5
3861;Tour1;21;01/05/2021;5;5
3862;Tour2;21;01/05/2021;10;5
3863;Tour3;18;01/05/2021;15;5
3864;Tour4;0;01/05/2021;20;5
3865;Tour1;21;03/05/2021;5;5
3866;Tour2;21;03/05/2021;10;5
3867;Tour3;21;03/05/2021;15;5
3868;Tour4;7;03/05/2021;20;5
3869;Tour1;21;04/05/2021;5;5
3870;Tour2;21;04/05/2021;10;5
3871;Tour3;21;04/05/2021;15;5
3872;Tour4;5;04/05/2021;20;5
3873;Tour1;21;05/05/2021;5;5
3874;Tour2;21;05/05/2021;10;5
3875;Tour3;19;05/05/2021;15;5
3876;Tour4;6;05/05/2021;20;5
3877;Tour1;21;06/05/2021;5;5
3878;Tour2;21;06/05/2021;10;5
3879;Tour3;21;06/05/2021;15;5
3880;Tour4;0;06/05/2021;20;5
3881;Tour1;21;07/05/2021;5;5
3882;Tour2;21;07/05/2021;10;5
3883;Tour3;21;07/05/2021;15;5
3884;Tour4;4;07/05/2021;20;5
3885;Tour1;21;08/05/2021;5;5
3886;Tour2;21;08/05/2021;10;5
3887;Tour3;21;08/05/2021;15;5
3888;Tour4;0;08/05/2021;20;5
3889;Tour1;21;10/05/2021;5;5
3890;Tour2;21;10/05/2021;10;5
3891;Tour3;20;10/05/2021;15;5
3892;Tour4;9;10/05/2021;20;5
3893;Tour1;21;11/05/2021;5;5
3894;Tour2;21;11/05/2021;10;5
3895;Tour3;21;11/05/2021;15;5
3896;Tour4;7;11/05/2021;20;5
3897;Tour1;21;12/05/2021;5;5
3898;Tour2;21;12/05/2021;10;5
3899;Tour3;20;12/05/2021;15;5
3900;Tour4;8;12/05/2021;20;5
3901;Tour1;21;13/05/2021;5;5
3902;Tour2;21;13/05/2021;10;5
3903;Tour3;21;13/05/2021;15;5
3904;Tour4;0;13/05/2021;20;5
3905;Tour1;21;14/05/2021;5;5
3906;Tour2;21;14/05/2021;10;5
3907;Tour3;21;14/05/2021;15;5
3908;Tour4;3;14/05/2021;20;5
3909;Tour1;21;15/05/2021;5;5
3910;Tour2;21;15/05/2021;10;5
3911;Tour3;21;15/05/2021;15;5
3912;Tour4;0;15/05/2021;20;5
3913;Tour1;21;17/05/2021;5;5
3914;Tour2;21;17/05/2021;10;5
3915;Tour3;21;17/05/2021;15;5
3916;Tour4;8;17/05/2021;20;5
3917;Tour1;21;18/05/2021;5;5
3918;Tour2;21;18/05/2021;10;5
3919;Tour3;21;18/05/2021;15;5
3920;Tour4;5;18/05/2021;20;5
3921;Tour1;21;19/05/2021;5;5
3922;Tour2;21;19/05/2021;10;5
3923;Tour3;18;19/05/2021;15;5
3924;Tour4;5;19/05/2021;20;5
3925;Tour1;21;20/05/2021;5;5
3926;Tour2;21;20/05/2021;10;5
3927;Tour3;21;20/05/2021;15;5
3928;Tour4;0;20/05/2021;20;5
3929;Tour1;21;21/05/2021;5;5
3930;Tour2;21;21/05/2021;10;5
3931;Tour3;21;21/05/2021;15;5
3932;Tour4;8;21/05/2021;20;5
3933;Tour1;21;22/05/2021;5;5
3934;Tour2;21;22/05/2021;10;5
3935;Tour3;18;22/05/2021;15;5
3936;Tour4;0;22/05/2021;20;5
